name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,answer
ダイジナコト,ダイジナコト,AAA,2011-02-16,322893,26,9,1,0.574,0.00255,0.958,0.0000131,0.348,-2.228,0.0423,112.974,4,0.292,fall
サイレントマジョリティー,真っ白なものは汚したくなる (Complete Edition),Keyakizaka46,2017-07-19,265826,0,1,1,0.583,0.261,0.952,0,0.314,-2.491,0.0797,123.015,4,0.81,fall
Family Song,Family Song,Gen Hoshino,2017-08-16,324000,52,7,1,0.532,0.0618,0.714,0,0.346,-4.556,0.0372,165.849,4,0.766,fall
ハロウィン・ナイト,ハロウィン・ナイト<Type A>(通常盤),AKB48,2015-08-26,306506,33,7,1,0.529,0.0372,0.98,0,0.0187,-3.99,0.216,125.514,4,0.406,fall
Laughter,Laughter,Official HIGE DANdism,2020-07-10,350299,52,4,1,0.396,0.023,0.801,0,0.138,-4.673,0.035,159.769,4,0.366,fall
僕が死のうと思ったのは,DEARS,Mika Nakashima,2014-11-05,382853,53,8,1,0.543,0.0648,0.578,0.0000111,0.0896,-6.898,0.0278,168.042,4,0.384,fall
星の消えた夜に -rit. ver.-,星の消えた夜に,Aimer,2022-01-24,362693,44,8,1,0.598,0.0974,0.525,0.00000468,0.102,-6.973,0.0252,103.027,4,0.278,fall
Rain,言ノ葉,Motohiro Hata,2013-05-29,293040,59,9,1,0.626,0.503,0.655,0,0.13,-6.69,0.0263,92.003,4,0.542,fall
夜の踊り子,夜の踊り子,sakanaction,2012-08-29,302079,41,4,0,0.557,0.0303,0.81,0.0000594,0.347,-4.239,0.048,133.987,4,0.416,fall
タイミング ~Timing~,タイミング ~Timing~,Klang Ruler,2021-12-24,200822,61,10,0,0.756,0.114,0.607,0.0000215,0.039,-5.01,0.0376,124.005,4,0.713,fall
又三郎,又三郎,ヨルシカ,2021-06-07,227731,54,4,0,0.472,0.00308,0.919,0.000492,0.212,-3.513,0.149,199.972,4,0.548,fall
PARADISE,PARADISE/Endless Fighters,AAA,2010-11-17,298506,22,8,1,0.557,0.000192,0.966,0,0.327,-2.481,0.0516,140.029,4,0.37,fall
Nobody's fault,Nobody's fault (Special Edition),櫻坂46,2020-12-09,269053,45,11,0,0.588,0.116,0.902,0,0.114,-2.359,0.0715,110.01,4,0.599,fall
話がある,I,Kana Adachi,2020-02-12,287786,0,0,1,0.596,0.413,0.633,0,0.101,-5.421,0.0485,159.934,4,0.555,fall
Aitai,M BEST,Miliyah,2004,270373,50,0,1,0.547,0.414,0.564,0,0.0864,-5.647,0.0339,77.977,4,0.518,fall
さよなら,さよなら,Kana Nishino,2013-10-23,314266,42,2,0,0.409,0.0867,0.727,0,0.34,-4.645,0.0403,167.966,4,0.275,fall
なにやってもうまくいかない feat.asmi,なにやってもうまくいかない feat.asmi,meiyo,2022-01-07,148022,50,1,1,0.819,0.373,0.736,0.0000151,0.057,-5.274,0.0416,124.973,4,0.965,fall
暗く黒く,ぐされ,ZUTOMAYO,2021-02-10,249293,52,8,1,0.552,0.413,0.833,0,0.0784,-3.312,0.17,96.825,4,0.845,fall
Oz.,Oz.,yama,2021-10-22,194273,60,7,1,0.403,0.0422,0.723,0.00000748,0.374,-4.609,0.0339,75.989,4,0.441,fall
風は吹いている,風は吹いている<通常盤Type-A>,AKB48,2011-10-26,219760,29,7,1,0.582,0.0404,0.908,0.00000335,0.463,-5.902,0.0329,109.985,4,0.539,fall
私以外私じゃないの,私以外私じゃないの,Gesu No Kiwami Otome,2015-04-22,232613,39,0,0,0.668,0.0851,0.907,0.000172,0.0943,-2.995,0.0478,136.009,4,0.748,fall
Overdose,Overdose,なとり,2022-09-07,197093,77,4,0,0.733,0.0307,0.598,0.000017,0.218,-9.453,0.0377,118.012,4,0.831,fall
さよならの前に,さよならの前に,AAA,2014-09-17,325000,30,1,1,0.544,0.0163,0.845,0,0.229,-4.393,0.0294,97.987,4,0.499,fall
もらい泣き,月天心,Yo Hitoto,2002-12-18,279933,48,7,0,0.674,0.266,0.777,0,0.112,-4.886,0.0472,89.999,4,0.716,fall
強く儚い者たち,強く儚い者たち,Cocco,1997-11-21,320731,30,4,1,0.57,0.276,0.561,0.0000383,0.0994,-9.928,0.0299,173.995,4,0.917,fall
嘘月,創作,ヨルシカ,2021-01-26,290466,57,2,1,0.707,0.724,0.292,0.00235,0.235,-9.767,0.0309,80.016,4,0.637,fall
命の行方,命の行方,DUSTCELL,2021-04-10,200400,40,6,1,0.649,0.382,0.884,0,0.109,-5.996,0.0506,100.02,4,0.266,fall
アイネクライネ,YANKEE,Kenshi Yonezu,2014-04-23,288013,65,1,1,0.471,0.0384,0.868,0,0.297,-2.291,0.0295,173.969,4,0.811,fall
空に歌えば,地方都市のメメント・モリ,amazarashi,2017-12-13,217626,62,6,0,0.593,0.0142,0.951,0.00000113,0.0961,-1.335,0.0697,102.04,4,0.64,fall
"Hello,world!",Butterflies,BUMP OF CHICKEN,2016-02-10,248453,59,8,1,0.597,0.00409,0.913,0.0000253,0.405,-5.448,0.0321,105.541,4,0.713,fall
満月の夜なら,瞬間的シックスセンス,Aimyon,2019-02-13,205013,54,8,1,0.547,0.0107,0.949,0,0.377,-3.039,0.0841,97.041,4,0.783,fall
ベルベットの詩,ベルベットの詩,back number,2022-08-26,254160,73,10,1,0.495,0.00947,0.71,0,0.0577,-3.965,0.0606,147.955,4,0.609,fall
One Night Animal,BEYOND~カラタ?ノカナタ,AAA,2008-05-28,277053,21,2,1,0.682,0.000438,0.874,0.0000611,0.221,-3.555,0.0343,119.972,4,0.677,fall
地球儀,地球儀,Aimer,2021-03-16,232786,57,1,1,0.678,0.0129,0.837,0.000042,0.0711,-5.367,0.0425,100.058,4,0.916,fall
One Last Kiss,One Last Kiss,Hikaru Utada,2021-03-09,252026,65,8,0,0.592,0.692,0.54,0.00187,0.0965,-11.249,0.0587,111.955,4,0.354,fall
輝く月のように,Force,Superfly,2012-09-19,329133,52,9,1,0.46,0.0464,0.738,0,0.219,-3.202,0.0299,76.057,4,0.23,fall
みかんハート,CK IT'S A JAM ~BEST HIT UTA~,C&K,2016-04-13,340253,34,6,1,0.565,0.531,0.339,0,0.112,-8.177,0.028,128.956,4,0.237,fall
日々,日々,Yoshida Yamada,2013-12-18,289666,23,3,1,0.612,0.876,0.272,0.0000118,0.11,-9.714,0.027,143.977,4,0.348,fall
別の人の彼女になったよ,群青リフレイン,wacci,2018-11-07,304813,61,2,1,0.528,0.0299,0.617,0,0.334,-5.07,0.0263,72.023,4,0.497,fall
Tomorrow,Tomorrow,AAA,2018-07-19,289736,24,1,1,0.585,0.151,0.667,0,0.174,-7.823,0.039,151.899,4,0.644,fall
BLUE,BLUE,Saucy Dog,2020-06-12,265000,50,9,1,0.563,0.32,0.82,0.0000207,0.273,-3.6,0.0294,101.945,4,0.561,fall
ただ声一つ,ただ声一つ,ロクデナシ,2021-12-22,161561,71,1,1,0.707,0.895,0.5,0.00004,0.234,-5.78,0.0296,129.97,4,0.583,fall
琥珀色の街、上海蟹の朝,琥珀色の街、上海蟹の朝,Quruli,2016-07-06,317066,54,5,1,0.698,0.0582,0.607,0.000023,0.62,-8.744,0.0369,90.011,4,0.723,fall
HERO,シフクノオト,Mr.Children,2004-04-07,341093,0,9,1,0.552,0.0921,0.564,0,0.135,-7.658,0.0239,80.895,4,0.658,fall
BOY,BOY,King Gnu,2021-10-15,231385,66,0,1,0.619,0.0831,0.802,0,0.361,-6.618,0.0629,109.982,4,0.535,fall
スマイル,スマイル,森七菜,2020-07-19,176800,51,1,0,0.784,0.15,0.743,0,0.295,-4.842,0.0303,123.986,4,0.886,fall
正しくなれない,正しくなれない,ZUTOMAYO,2020-12-17,241567,55,5,1,0.609,0.0371,0.66,0.00000959,0.128,-3.937,0.037,118.868,4,0.487,fall
Beautiful World,HEART STATION,Hikaru Utada,2008-03-19,317946,59,5,1,0.702,0.0803,0.818,0.000341,0.0613,-5.462,0.0311,115.003,4,0.303,fall
セントレイ,セントレイ,sakanaction,2008-12-10,228849,44,1,0,0.479,0.000428,0.904,0.00000283,0.323,-2.534,0.0633,138.047,4,0.627,fall
アスノヨゾラ哨戒班,彼はきっと魔法を使う。,MARY,2017-11-02,177000,56,9,1,0.447,0.131,0.845,0,0.318,-3.412,0.0967,185.07,4,0.347,fall
もし君を許せたら,DUO,Leo Ieiri,2019-04-17,209346,39,7,0,0.591,0.164,0.55,0.00000135,0.165,-5.282,0.0288,91.868,4,0.461,fall
かくれんぼ,AliVe,AliA,2019-02-20,297253,59,2,1,0.403,0.00255,0.946,0.00148,0.124,-3.008,0.0699,180.144,4,0.548,fall
ヒカリヘ,ヒカリヘ,miwa,2012-08-15,293453,42,7,1,0.563,0.339,0.899,0.0000171,0.396,-2.528,0.0317,132.025,4,0.338,fall
CHEERS,Attitude,Mrs. GREEN APPLE,2019-10-01,198813,58,7,1,0.636,0.072,0.807,0,0.265,-3.762,0.0509,133.049,4,0.594,fall
星を仰ぐ,星を仰ぐ,Masaki Suda,2021-02-01,293000,54,1,1,0.523,0.034,0.5,0,0.105,-4.551,0.0262,78.015,4,0.468,fall
テルーの唄,テルーの唄,Aoi Teshima,2006-06-07,289120,47,1,1,0.266,0.938,0.0891,0.0000678,0.198,-14.254,0.0296,89.621,5,0.231,fall
忘れじの言の葉,Remindful.Two,DAZBEE,2022-05-30,236218,54,11,0,0.612,0.47,0.409,0,0.127,-5.155,0.0266,134.959,3,0.558,fall
深呼吸,SHINJITERU,Hanare Gumi,2017-10-25,213933,40,6,1,0.537,0.73,0.108,0,0.112,-12.772,0.0342,136.867,4,0.282,fall
世界のつづき,ウタの歌 ONE PIECE FILM RED,Ado,2022-08-09,287986,74,9,1,0.368,0.406,0.327,0,0.103,-7.331,0.029,75.209,4,0.21,fall
水平線,水平線,back number,2021-08-13,285396,75,10,1,0.419,0.011,0.75,0,0.159,-3.546,0.0316,145.867,4,0.436,fall
mabataki,mabataki,Vaundy,2022-09-10,243925,70,7,1,0.722,0.175,0.645,0,0.0957,-5.612,0.0365,120.023,4,0.607,fall
僕のこと,僕のこと,Mrs. GREEN APPLE,2018-12-26,321760,42,7,1,0.436,0.0151,0.705,0,0.142,-3.808,0.0538,159.972,4,0.439,fall
Pretender,Traveler,Official HIGE DANdism,2019-08-31,326842,60,8,1,0.538,0.047,0.869,0,0.14,-3.464,0.0275,91.972,4,0.369,fall
パレード,だから僕は音楽を辞めた,ヨルシカ,2019-04-10,299740,52,2,1,0.652,0.755,0.615,0.439,0.203,-8.41,0.0246,110.062,4,0.535,fall
走馬灯,走馬灯,Vaundy,2022-07-11,297066,63,4,1,0.498,0.00188,0.626,0.0000446,0.195,-5.175,0.0282,79.991,4,0.464,fall
tears,scent of memory,SEKAI NO OWARI,2021-07-21,223880,46,7,1,0.698,0.132,0.889,0.000541,0.267,-6.581,0.0813,119.926,4,0.61,fall
ポラリス,After Dark,Aimer,2013-11-20,365093,50,9,1,0.456,0.0492,0.636,0,0.351,-5.938,0.0287,147.967,4,0.488,fall
帰ろう,TOKYO - NIGHT -,ヴァリアス・アーティスト,2021-03-12,284480,24,9,1,0.589,0.3,0.623,0,0.127,-5.926,0.0326,91.87,4,0.341,fall
鱗(うろこ),コントラスト,Motohiro Hata,2007-09-26,324053,59,6,1,0.442,0.074,0.748,0,0.1,-5.448,0.0302,89.956,4,0.493,fall
茜さす 帰路照らされど…,無罪モラトリアム,Sheena Ringo,1999-02-24,247200,42,9,1,0.628,0.536,0.715,0.0000564,0.312,-4.919,0.0327,90.069,4,0.428,fall
夏のせい,夏のせい ep,RADWIMPS,2020-09-02,342506,40,9,1,0.39,0.406,0.537,0,0.0816,-5.785,0.0348,80.159,4,0.262,fall
月に吠える,月に吠える,ヨルシカ,2021-10-06,265803,56,7,0,0.924,0.143,0.427,0.000192,0.0876,-8.119,0.0487,119.952,4,0.625,fall
帰ろう,HELP EVER HURT NEVER,Fujii Kaze,2020-05-20,284480,63,9,1,0.591,0.297,0.624,0,0.127,-5.926,0.0335,91.891,4,0.335,fall
黄色,黄色,back number,2021-09-27,297997,60,4,0,0.352,0.251,0.791,0,0.307,-3.27,0.0797,169.638,4,0.511,fall
キンモクセイ,イラつくときはいつだって,オレンジスパイニクラブ,2020-01-22,231435,0,5,1,0.554,0.0991,0.761,0,0.145,-3.937,0.034,105.041,4,0.327,fall
奏(かなで),夏雲ノイズ,Sukima Switch,2004-06-23,328626,63,10,1,0.519,0.553,0.666,0.000169,0.0948,-6.163,0.0262,149.839,4,0.461,fall
秋の香り,ツベルクリン,Vickeblanka,2014-10-15,263733,36,9,1,0.59,0.129,0.765,0.0000694,0.265,-6.051,0.024,102.979,4,0.636,fall
雨のリグレット,雨のリグレット,Chikuzen sato,2022-09-07,277200,32,7,1,0.695,0.0736,0.846,0,0.146,-5.525,0.0285,115.971,4,0.673,fall
バラード,バラード/君とつくる未来,Ketsumeishi,2011-01-26,417746,28,3,1,0.538,0.0748,0.699,0,0.226,-5.485,0.0302,139.998,4,0.279,fall
NIGHT DANCER,NIGHT DANCER,imase,2022-08-19,210948,71,7,0,0.911,0.0945,0.585,0,0.134,-8.078,0.0735,117.06,4,0.851,fall
茜さす,Best Selection Blanc,Aimer,2017,329786,0,6,1,0.474,0.0656,0.684,0,0.254,-6.064,0.0339,73.996,4,0.335,fall
同じ空の下で,P.S. モノローグ,GOOD ON THE REEL,2022-08-31,289040,24,7,1,0.488,0.38,0.602,0,0.113,-4.661,0.0312,168.081,3,0.501,fall
ツキミソウ,開幕宣言,Novelbright,2021-04-26,312053,63,6,1,0.504,0.432,0.645,0,0.231,-3.244,0.0352,77.959,4,0.473,fall
月の逆襲,イト,Creep Hyp,2017-04-26,186040,57,2,1,0.574,0.0107,0.941,0,0.325,-3.412,0.0522,122.008,4,0.646,fall
月とアネモネ,ロマンチシズム,Mrs. GREEN APPLE,2019-04-02,266973,45,1,0,0.572,0.00151,0.895,0.000573,0.076,-3.63,0.0334,120.04,3,0.58,fall
夜空。,miwa ballad collection ~graduation~,miwa,2016-01-20,310493,0,7,0,0.263,0.757,0.667,0,0.654,-6.451,0.0476,83.42,4,0.25,fall
みかんハート,CK AND MORE...,C&K,2013-11-27,336840,57,6,1,0.561,0.589,0.358,0,0.117,-6.39,0.028,129.029,4,0.204,fall
夜行,盗作,ヨルシカ,2020-07-29,202720,51,1,1,0.579,0.379,0.467,0.000158,0.158,-6.576,0.0323,170.038,4,0.484,fall
10月のあなた,中くらいの話,Hana Sekitori,2012-11-07,254120,0,10,1,0.824,0.888,0.196,0,0.123,-7.769,0.0306,96.91,4,0.582,fall
オレンジ,歌うたいが歌うたいに来て 歌うたえと言うが 歌うたいが歌うたうだけうたい切れば 歌うたうけれども 歌うたいだけ 歌うたい切れないから 歌うたわぬ!?,GReeeeN,2012-01-01,226200,54,6,0,0.491,0.0321,0.95,0,0.167,-4.573,0.231,181.963,4,0.486,fall
灯り,灯り,Straightener,2017-11-15,268573,29,7,1,0.451,0.115,0.605,0,0.154,-4.916,0.0309,97.982,3,0.345,fall
FALL FALLS,ATTACK25,DREAMS COME TRUE,2014-08-13,303946,32,11,1,0.457,0.0859,0.712,0.0000143,0.162,-6.632,0.0429,161.919,4,0.0872,fall
赤橙,創,ACIDMAN,2002-10-30,305933,46,10,1,0.591,0.0509,0.712,0.0000346,0.122,-5.717,0.0298,135.75,4,0.696,fall
夏の終わり,傑作撰 2001~2005,Naotaro Moriyama,2006-01-11,346600,52,4,1,0.509,0.838,0.386,0.000002,0.106,-7.429,0.0279,164.469,4,0.193,fall
風になって,TOKYO - DRIVING -,ヴァリアス・アーティスト,2021-04-12,262133,1,6,1,0.507,0.00799,0.924,0,0.133,-3.644,0.072,138.98,4,0.383,fall
Letter,Tragicomedy,SHE'S,2020-07-01,262386,53,1,1,0.605,0.271,0.647,0.359,0.108,-6.679,0.0245,112.038,4,0.495,fall
真夏の恋は気まぐれ,真夏の恋は気まぐれ,tonun,2022-08-10,249254,57,7,1,0.692,0.193,0.492,0.000765,0.229,-7.9,0.0394,95.068,4,0.508,fall
灰色と青 ( + 菅田将暉 ),BOOTLEG,Kenshi Yonezu,2017-11-01,332186,0,4,1,0.522,0.345,0.597,0,0.103,-4.883,0.0295,80.952,4,0.387,fall
さよならだけがおしえてくれた,Applause,Straightener,2020-12-02,212400,26,8,1,0.465,0.0893,0.763,0,0.108,-2.588,0.0571,165.019,4,0.43,fall
君が海,boys,My Hair is Bad,2019-06-26,235440,43,1,1,0.508,0.00579,0.952,0,0.315,-2.275,0.0529,95.641,4,0.539,fall
The Autumn Song,Missing,ELLEGARDEN,2004-11-03,181773,49,4,1,0.406,0.00788,0.975,0.00000246,0.374,-2.184,0.145,171.954,4,0.225,fall
花言葉,シフクノオト,Mr.Children,2004-04-07,200533,0,9,1,0.616,0.346,0.623,0.000957,0.179,-6.877,0.0261,114.941,4,0.583,fall
秋,Tank-top Festival in JAPAN,Yabai T-Shirts Yasan,2018-12-19,157706,24,4,0,0.275,0.000625,0.989,0.252,0.356,-1.208,0.0897,202.053,4,0.165,fall
まんげつの夜,まんげつの夜,Naoto Inti Raymi,2019-08-12,254840,42,10,1,0.462,0.284,0.694,0.0000067,0.206,-2.78,0.0355,83.052,4,0.528,fall
茜色の約束,Life Album,Ikimonogakari,2008-02-13,292120,0,7,1,0.552,0.0964,0.738,0,0.14,-4.039,0.0335,78.996,4,0.45,fall
春夏秋冬,春夏秋冬,Hilcrhyme,2009-01-01,298813,0,7,1,0.511,0.686,0.781,0,0.224,-4.825,0.0739,139.978,4,0.465,fall
青いベンチ,青いヘ?ンチ~好きた?った...誰にも言えない恋た?った~,Sasuke,2009-03-18,243760,54,2,1,0.663,0.357,0.619,0,0.0472,-6.206,0.0255,106.001,4,0.773,fall
今宵の月のように,明日に向かって走れ-月夜の歌-,Elephant Kashimashi,1997,252706,59,7,1,0.576,0.0945,0.632,0,0.333,-8.226,0.0335,116.01,4,0.577,fall
空の青さを知る人よ,おいしいパスタがあると聞いて,Aimyon,2020-09-09,304933,54,7,1,0.575,0.184,0.716,0,0.31,-1.97,0.033,107.984,4,0.635,fall
ルージュの伝言,COBALT HOUR,Yumi Arai,1975-06-20,182800,60,3,1,0.493,0.501,0.719,0.369,0.411,-8.878,0.0411,153.295,4,0.841,fall
夜明乃唄,夜明乃唄,Rin音,2020-08-05,209360,48,6,1,0.682,0.741,0.705,0.196,0.114,-6.05,0.0343,94.003,4,0.593,fall
若者のすべて,TEENAGER,Fujifabric,2008-01-23,296400,61,1,1,0.585,0.00529,0.665,0.181,0.272,-5.287,0.0279,123.957,4,0.321,fall
月に住む君,ブルーピリオド,Saucy Dog,2019-10-02,265120,53,0,1,0.494,0.043,0.674,0.00000121,0.147,-7.986,0.0374,150.043,4,0.187,fall
スミレ,スミレ,Motohiro Hata,2016-02-24,223853,41,4,1,0.499,0.0178,0.858,0,0.128,-4.35,0.0371,150.043,4,0.666,fall
アキラブ,シキラブ,Juliet,2010-01-01,308693,39,2,1,0.568,0.224,0.837,0,0.143,-4.856,0.0326,183.049,4,0.687,fall
夜永唄 ? From THE FIRST TAKE,夜永唄 ? From THE FIRST TAKE,KAMI WA SAIKORO WO FURANAI,2020-08-16,323240,33,11,1,0.486,0.82,0.276,0,0.105,-6.497,0.0418,113.045,4,0.495,fall
September,恋愛小説2~若葉のころ,Tomoyo Harada,2016-05-11,295280,41,2,1,0.709,0.484,0.591,0.000199,0.103,-7.703,0.0493,95.009,4,0.46,fall
秋の気配,JUNKTION,Off Course,1977-09-05,234226,39,7,1,0.544,0.69,0.489,0.00000846,0.127,-8.163,0.0326,123.413,4,0.368,fall
アンコール,THE BOOK,YOASOBI,2021-01-06,271440,67,2,1,0.682,0.283,0.669,0.000001,0.145,-4.741,0.0275,81.999,4,0.831,fall
可愛いミーナ,TOP OF THE POPS,Keisuke Kuwata,2002-11-27,324866,42,0,1,0.595,0.0858,0.731,0,0.0923,-4.988,0.0298,114.971,4,0.8,fall
春夏秋冬 2019,SUN ~リメイクベスト1~,Hilcrhyme,2019-06-12,295133,48,7,1,0.562,0.33,0.707,0,0.171,-4.782,0.045,139.876,4,0.334,fall
RPG,Tree,SEKAI NO OWARI,2015-01-14,291346,59,4,1,0.492,0.0257,0.937,0.0164,0.185,-3.496,0.0554,134.978,4,0.458,fall
ツバメ (feat. ミドリーズ),ツバメ (feat. ミドリーズ),YOASOBI,2021-10-25,217429,61,8,1,0.72,0.309,0.926,0,0.0761,-5.027,0.0297,104.997,4,0.846,fall
Everything,Super Best Records -15th Celebration-,MISIA,2013-02-20,420920,57,1,1,0.515,0.507,0.579,0,0.11,-5.321,0.0334,131.934,4,0.23,fall
勿忘,Grower,Awesome City Club,2021-02-10,251533,66,6,0,0.448,0.234,0.447,0,0.382,-7.161,0.045,78.861,4,0.299,fall
三原色,三原色,YOASOBI,2021-07-02,224066,64,5,0,0.443,0.128,0.893,0,0.328,-3.496,0.154,127.999,4,0.826,fall
優しい彗星,優しい彗星,YOASOBI,2021-01-20,215333,64,5,1,0.715,0.197,0.722,0,0.114,-4.62,0.0348,89.995,4,0.522,fall
浪漫飛行,KOMEGUNY,Kome Kome Club,1987,246840,0,11,1,0.708,0.117,0.649,0.00515,0.145,-11.854,0.0312,137.213,4,0.969,fall
LA・LA・LA LOVE SONG,LA・LA・LA LOVE SONG,Toshinobu Kubota,1996-05-13,289000,55,8,0,0.758,0.109,0.884,0.0000491,0.0815,-5.727,0.0327,117.917,4,0.96,fall
もう恋なんてしない,君は僕の宝物,Noriyuki Makihara,1992-06-25,272706,54,1,0,0.731,0.649,0.809,0,0.276,-6.596,0.0243,105.043,4,0.887,fall
M,LET'S GET CRAZY,PRINCESS PRINCESS,1988-11-21,275333,0,0,1,0.314,0.106,0.482,0.0000115,0.281,-12.015,0.0358,80.833,4,0.394,fall
Soulコブラツイスト~魂の悶絶,Soulコブラツイスト~魂の悶絶,Keisuke Kuwata,2021-08-30,273000,50,2,1,0.501,0.235,0.896,0.00000146,0.322,-2.731,0.0488,102.961,4,0.731,fall
One Love,One Love,ARASHI,2008-06-25,285459,54,10,1,0.552,0.188,0.938,0,0.405,-3.179,0.0468,102.976,4,0.699,fall
BELOVED,THE GREAT VACATION VOL.2 ~SUPER BEST OF GLAY~,GLAY,2009-10-21,288200,45,5,1,0.556,0.0278,0.912,0,0.261,-2.759,0.0314,111.111,4,0.696,fall
瞬き,瞬き,back number,2017-12-20,323200,51,3,1,0.224,0.00807,0.809,0,0.299,-2.913,0.0642,79.911,4,0.463,fall
恋文~ラブレター~,恋文~ラブレター~,GReeeeN,2011-01-01,250746,38,9,1,0.47,0.284,0.623,0,0.215,-4.296,0.0383,167.933,4,0.423,fall
裸の心,裸の心,Aimyon,2020-05-01,296653,57,8,1,0.559,0.537,0.448,0.0000185,0.0915,-4.11,0.0275,148.011,4,0.354,fall
もう少しだけ,もう少しだけ,YOASOBI,2021-05-10,220200,64,8,1,0.675,0.12,0.746,0,0.121,-5.531,0.0288,99.99,4,0.533,fall
香水,香水,Eito,2019-04-21,252594,52,3,1,0.848,0.824,0.352,0,0.0906,-6.838,0.041,121.833,4,0.776,fall
白い雲のように,猿岩石 スマートパック,Saruganseki,2012-12-05,245933,52,7,1,0.633,0.103,0.773,0,0.101,-5.996,0.0267,119.055,4,0.77,fall
ベテルギウス,ベテルギウス,Yuuri,2021-11-04,230393,67,5,1,0.432,0.199,0.68,0,0.481,-4.839,0.0431,180.002,4,0.685,fall
トリセツ,Just LOVE,Kana Nishino,2016-07-13,259359,51,2,1,0.613,0.279,0.728,0,0.347,-5.624,0.0227,96.008,4,0.79,fall
Life Goes On,BE,BTS,2020-11-20,207481,6,1,1,0.566,0.00691,0.716,0,0.37,-5.733,0.0424,81.068,4,0.45,fall
大正浪漫,大正浪漫,YOASOBI,2021-09-15,168461,58,1,0,0.657,0.122,0.926,0,0.263,-2.938,0.042,129.999,4,0.881,fall
LOVE AFFAIR~秘密のテ?ート,LOVE AFFAIR~秘密のテ?ート,サザンオールスターズ,1998-02-11,324866,48,2,1,0.54,0.0336,0.861,0,0.32,-4.613,0.0288,134.111,4,0.844,fall
マリーゴールド,マリーゴールド,Aimyon,2018-08-08,308106,39,2,1,0.54,0.0849,0.8,0,0.0836,-2.299,0.0304,106.098,4,0.378,fall
星影のエール,星影のエール,GReeeeN,2020-05-11,200333,47,0,1,0.538,0.0118,0.814,0.00000358,0.148,-3.429,0.0367,126.996,3,0.405,fall
I LOVE...,I LOVE...,Official HIGE DANdism,2020-01-15,282026,0,9,1,0.54,0.0171,0.706,0,0.225,-5.235,0.0543,172.021,4,0.385,fall
花束,スーパースター,back number,2011-10-26,286053,63,2,1,0.519,0.0178,0.713,0,0.353,-3.612,0.0324,159.963,4,0.505,fall
群青,群青,YOASOBI,2020-09-01,248444,67,10,1,0.719,0.321,0.87,0,0.187,-3.073,0.0472,134.979,4,0.732,fall
Jupiter,Odyssey,Ayaka Hirahara,2005-09-21,361000,53,1,1,0.333,0.42,0.577,0,0.388,-8.064,0.0306,88.886,4,0.366,fall
やさしさで溢れるように,What's Love?,JUJU,2009-03-04,290773,0,5,0,0.328,0.327,0.723,0,0.114,-4.105,0.0365,78.559,4,0.374,fall
ラブレター,ラブレター,YOASOBI,2021-08-09,212400,63,7,1,0.662,0.447,0.86,0,0.339,-3.534,0.0286,100.016,4,0.69,fall
愛をこめて花束を,Superfly,Superfly,2007-04-04,295600,62,7,1,0.37,0.151,0.8,0.00000333,0.089,-3.403,0.0436,161.934,4,0.451,fall
糸,糸,Masaki Suda,2020-07-17,202000,49,8,1,0.452,0.457,0.586,0,0.159,-4.557,0.0258,144.098,4,0.295,fall
夜空ノムコウ (Album ver.),Lush Life,Yuka Kawamura,1999-04-01,292000,0,7,1,0.519,0.772,0.537,0.00000122,0.137,-6.994,0.0337,204.202,4,0.316,fall
時代,ALL TIME BEST VOCALIST,Hideaki Tokunaga,2016-08-17,275360,31,9,1,0.279,0.812,0.201,0.0000136,0.169,-11.922,0.0355,71.867,4,0.218,fall
ぎゅっと。,ぎゅっと。,もさを。,2020-07-27,269746,61,4,1,0.773,0.814,0.363,0,0.103,-7.304,0.0383,119.994,4,0.774,fall
別の人の彼女になったよ,Gunjo Refrain,wacci,2018-11-14,304813,0,2,1,0.528,0.0303,0.617,0,0.334,-5.07,0.0263,72.023,4,0.497,fall
Over,Atomic Heart,Mr.Children,1994-09-01,282440,52,10,1,0.576,0.118,0.679,0,0.137,-4.472,0.023,87.834,4,0.633,fall
二人セゾン,真っ白なものは汚したくなる (Complete Edition),Keyakizaka46,2017-07-19,288893,50,5,0,0.521,0.714,0.929,0.0000115,0.0654,-3.97,0.045,130.029,4,0.742,fall
うるうびと,余命10年 (Original Soundtrack),RADWIMPS,2022-03-04,318880,63,11,1,0.489,0.401,0.522,0,0.238,-5.291,0.0306,78.035,4,0.43,fall
恋心 (KOI-GOKORO),ZERO,B'z,1992-10-07,226910,46,11,1,0.646,0.0859,0.974,0,0.113,-2.521,0.0466,125.005,4,0.746,fall
CAN YOU CELEBRATE?,Concentration 20,Namie Amuro,1997-07-24,373033,51,0,1,0.251,0.48,0.635,0.0000202,0.338,-6.74,0.036,80.179,4,0.169,fall
シングルベッド,劣等感,Sharam Q,1994,324466,57,1,1,0.596,0.594,0.499,0.00000122,0.343,-7.278,0.0221,82.426,4,0.285,fall
